numbering,type,gender,age,residence,income,edu_lvl,profession,household_size,dri_lic,num_cars,purpose1,purpose2,purpose3,purpose4,purpose5,self_drive,other_drive,pub_trans,bicycle,walking,frequency_travel,planned_travel_time,attraction_type1,attraction_type2,attraction_type3,daily_t,daily_d,exp_lvl,num_phones,if_connected_network,stability_network,daily_phone_use_t,frequency_phone_use,daily_devices_use_t,device_proficiency,value_e_devices1,value_e_devices2,value_e_devices3,value_e_devices4,value_e_devices5,value_e_devices6,value_e_devices7,value_e_devices8,value_e_devices9,value_e_devices10,travel_safety1,travel_safety2,travel_safety3,travel_safety4,travel_safety5,travel_safety6,travel_safety7,sati_lvl,prss_allevi,hlt_impro,ta_envi1,ta_envi2,ta_envi3,ta_envi4,ta_envi5,ta_envi6,r_envi1,r_envi2,r_envi3,r_envi4,r_envi5
307,on-site,0,3,0,5,3,1,10,1,4,1,0,0,0,0,1,0,0,0,0,1,2,0,0,1,2,4,4,2,0,3,2,2,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,4,3,5,5,3,4,3
308,on-site,0,3,0,5,2,1,4,1,2,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,4,5,3,5,4,4,4,5,3,5,4,4,4,1,2,1,2,1
309,on-site,0,3,0,4,4,0,3,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,2,2,5,1,1,2,3,3,6,4,4,5,5,4,5,4,5,3,3,3,5,5,5,4,3,3,3,5,5,4,5,5,5,5,3,4,5,5,3,3,4
310,on-site,0,3,0,4,4,0,3,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,2,2,4,1,1,3,4,2,6,4,5,4,4,4,4,5,4,4,3,5,5,4,4,5,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,4,5
311,on-site,1,2,0,NA,2,1,4,0,1,0,0,0,0,1,0,1,0,0,0,1,3,1,1,1,2,1,5,2,0,3,4,3,6,3,5,5,4,4,4,5,5,5,5,5,5,4,4,4,4,4,5,5,4,5,5,4,4,5,3,5,3,3,3,3,4
312,on-site,1,3,0,3,4,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,3,2,4,2,1,3,2,3,2,4,5,5,5,4,5,5,5,3,5,4,5,4,4,3,3,4,5,5,3,3,5,4,5,4,4,5,4,4,5,5,5
313,on-site,1,2,0,1,3,1,5,0,2,1,0,0,0,0,0,1,1,0,0,1,3,1,0,1,4,3,5,1,1,1,2,1,6,4,NA,5,5,4,4,4,4,3,3,5,4,5,4,4,4,3,5,5,5,5,5,4,4,4,3,3,2,4,4,5,5
314,on-site,0,2,0,1,3,1,3,1,2,1,0,0,0,0,0,1,0,0,0,1,2,1,0,1,3,5,4,1,1,2,2,1,6,4,4,5,5,5,5,4,4,2,2,2,4,5,4,4,4,2,NA,3,3,3,4,3,3,4,3,3,4,4,4,4,4
315,on-site,1,2,1,NA,3,1,4,0,2,1,0,0,0,0,0,0,1,0,0,5,5,0,1,1,1,1,4,1,1,3,3,2,2,4,3,4,4,3,4,3,4,3,3,3,4,4,5,3,3,3,5,4,4,4,4,3,3,4,4,3,3,2,2,3,2
316,on-site,0,2,0,2,3,1,2,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,4,2,3,2,1,2,2,3,2,4,5,5,5,5,5,5,5,3,2,3,5,5,4,5,5,5,5,4,5,4,4,4,5,5,5,4,3,4,3,4,4
317,on-site,1,4,0,3,3,0,3,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,4,5,5,1,1,2,3,3,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,4,5,4,3
318,on-site,0,2,0,2,3,1,2,0,1,1,0,0,0,0,0,0,1,0,0,1,2,1,1,1,5,2,5,2,1,3,4,3,6,4,5,5,5,5,5,5,5,4,5,4,4,3,3,4,3,4,5,4,5,5,4,5,4,5,3,4,2,4,4,5,3
319,on-site,0,5,0,2,2,1,3,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,1,2,1,5,1,1,3,4,3,NA,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,2,4,3,3,3,3,3
320,on-site,0,4,0,3,3,0,3,0,2,1,0,0,0,0,0,0,1,0,0,1,2,0,0,1,5,3,4,1,1,2,2,3,1,3,4,3,5,NA,NA,NA,NA,NA,NA,NA,3,4,4,4,4,4,4,4,4,3,5,5,5,5,2,3,3,4,4,2,5
321,on-site,1,1,1,1,1,1,4,0,1,1,0,0,0,0,1,0,0,0,0,2,4,1,1,1,4,3,5,1,1,3,2,2,2,4,3,4,5,5,5,4,5,4,5,3,5,4,4,3,5,5,5,5,3,5,5,5,4,5,5,5,2,1,5,3,3
322,on-site,1,3,1,3,3,0,3,1,2,1,0,0,0,0,1,0,0,0,0,5,3,0,0,1,4,3,5,1,1,3,3,3,2,4,4,NA,5,3,4,4,5,4,4,4,5,4,5,5,5,4,4,5,5,5,5,3,3,3,4,4,4,4,4,4,4
323,on-site,1,2,1,1,3,1,5,0,1,1,0,0,0,0,0,0,1,0,0,5,5,0,0,1,1,1,4,1,0,3,2,2,6,3,5,4,4,4,4,3,5,4,4,3,4,5,5,5,4,3,5,4,4,4,5,4,3,3,3,3,3,3,4,4,4
324,on-site,1,2,0,2,3,1,3,1,1,1,0,0,0,0,0,1,0,0,0,2,2,1,0,0,2,2,5,1,1,3,4,3,1,4,5,4,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,3,4,2,2,3,3,4
325,on-site,1,1,1,NA,1,1,5,0,2,0,0,0,0,1,0,1,0,0,0,5,5,0,0,0,1,1,3,1,1,2,2,2,1,3,3,4,4,4,4,4,4,2,2,2,4,3,2,3,4,3,3,4,3,3,5,5,5,5,5,5,3,4,3,4,3
326,on-site,0,4,0,3,3,0,3,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,2,2,5,1,1,2,2,3,6,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
327,on-site,1,2,0,2,4,0,3,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,2,1,3,1,1,1,2,2,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,3,3,1,3,2,2,2,2,2
328,on-site,1,1,1,NA,2,1,4,0,0,1,0,0,0,0,0,0,1,0,1,5,5,1,0,1,1,1,5,1,1,3,1,1,6,4,3,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1
329,on-site,0,2,0,4,3,1,4,1,2,1,0,0,0,0,1,0,0,0,0,1,3,0,0,1,2,4,4,2,1,2,4,3,2,4,5,5,5,5,4,4,5,5,5,5,4,4,4,4,4,4,5,3,3,4,5,3,4,5,4,2,2,2,3,5,1
330,on-site,1,4,0,3,4,0,3,0,1,1,0,0,0,0,0,0,1,0,0,1,2,0,0,1,3,2,NA,1,1,2,3,3,3,4,5,5,3,5,3,5,4,5,5,4,5,5,5,5,5,5,5,5,3,3,5,4,4,5,4,4,4,4,5,5,5
331,on-site,0,3,0,4,3,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,3,3,4,1,1,3,3,3,2,3,4,5,5,5,5,5,5,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
332,on-site,1,3,0,1,2,1,4,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,4,3,4,1,0,3,2,2,1,3,4,4,4,4,4,4,4,3,3,3,4,4,4,2,3,4,4,4,4,4,4,4,3,5,3,3,3,3,3,4,3
333,on-site,1,2,0,3,4,0,2,1,1,1,0,0,0,0,0,0,1,0,0,1,2,1,0,1,5,5,4,2,1,1,3,2,6,4,5,5,5,5,5,5,5,5,5,5,4,5,4,3,4,3,4,4,3,3,4,4,4,4,4,3,3,3,2,2,2
334,on-site,1,3,0,4,3,0,3,1,2,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,4,2,5,1,1,2,4,3,6,3,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,2,5,4,5,5,5,4,4,5,5,5,3,3,4,4,4
335,on-site,1,4,0,4,4,0,2,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,2,2,5,1,1,2,3,3,6,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4
336,on-site,1,3,0,4,3,1,5,1,2,1,0,0,0,0,0,0,1,0,0,1,2,0,0,1,4,5,3,1,1,3,NA,2,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,5,4,3,1,1,3,2,3
337,on-site,1,2,1,2,3,1,4,1,1,1,0,0,0,0,1,0,0,0,0,5,5,0,0,1,3,3,5,1,1,3,3,2,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2
338,on-site,1,2,0,1,3,1,3,1,1,0,0,0,0,1,0,1,0,0,0,1,2,0,0,1,5,1,5,2,1,3,4,3,1,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,1
339,on-site,1,2,0,1,3,1,3,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,4,1,4,1,1,3,3,3,6,4,3,4,4,4,4,4,4,3,3,3,4,4,4,4,4,3,4,3,3,3,4,3,3,3,3,4,4,4,4,4,4
340,on-site,0,3,0,3,3,1,3,1,1,1,0,0,0,0,1,0,0,0,0,1,4,0,0,1,3,5,5,3,0,2,4,2,3,4,4,5,5,3,4,4,4,4,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3
341,on-site,0,2,NA,3,4,1,2,1,2,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,4,2,3,2,1,2,3,2,6,4,5,5,5,5,5,5,5,3,3,3,4,5,5,3,3,3,4,3,4,3,4,3,5,4,4,4,4,4,2,5,5
342,on-site,0,4,0,3,3,1,3,1,2,1,0,0,0,0,1,0,0,0,0,1,3,0,1,1,2,4,5,1,1,3,1,2,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4,4,4,4,4,4
343,on-site,0,1,NA,1,1,1,4,0,1,0,0,0,0,1,0,1,0,0,0,1,2,1,0,1,2,2,3,1,1,3,1,1,6,4,4,4,4,4,3,5,4,3,2,2,5,5,5,2,3,1,4,4,4,4,5,4,5,4,4,3,2,2,2,3,3
344,on-site,0,2,0,1,3,1,4,0,3,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,3,3,4,1,1,3,2,2,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4
345,on-site,1,3,0,NA,3,1,4,1,1,1,0,0,0,0,1,0,1,0,0,1,3,1,1,1,4,5,5,2,1,3,4,2,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,3,4,2,2,3,1
346,on-site,0,2,0,3,3,0,3,0,1,1,0,0,0,0,0,0,1,0,0,1,4,0,1,0,3,1,4,1,1,3,2,2,6,4,4,3,4,5,4,5,4,3,4,4,4,5,4,3,4,3,4,5,5,5,4,4,5,5,4,4,4,4,3,4,5
347,on-site,0,3,1,4,3,0,2,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,3,2,4,1,1,3,2,3,2,4,5,5,5,5,5,4,4,4,4,3,3,3,3,2,2,2,5,5,5,5,5,4,2,3,4,3,2,3,2,3,1
348,on-site,1,3,0,3,3,0,4,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,3,1,4,1,1,2,2,2,2,3,4,4,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,4,4,4,4,4,3,3,3,2,3,3
349,on-site,1,3,0,5,3,1,3,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,4,1,4,2,1,2,4,2,6,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,3,4,3,5,2,3,3,3,3,3
350,on-site,0,1,1,1,2,1,5,0,1,1,0,0,0,0,0,0,1,0,0,5,5,0,0,1,2,1,5,1,0,3,3,2,6,4,4,4,4,4,4,4,5,5,5,5,4,3,5,5,5,3,4,4,4,5,4,3,4,3,4,4,1,1,4,4,4
351,on-site,0,2,1,1,3,1,2,1,0,0,0,0,1,0,1,0,0,0,0,5,5,0,0,1,2,2,3,1,1,2,2,2,1,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,3,3,4,3,4,4,3,3,3,2,4
352,on-site,0,2,1,3,3,0,3,1,0,0,0,0,1,0,0,0,1,0,1,5,5,0,1,1,2,2,5,2,1,3,3,2,3,4,4,5,5,5,5,5,5,3,5,3,5,5,4,5,5,3,4,5,5,5,5,5,5,5,5,4,3,2,2,2,1
353,on-site,0,3,0,4,4,0,4,1,1,1,0,0,0,0,1,0,0,0,0,1,2,0,0,1,3,4,4,1,1,3,4,3,2,4,5,5,4,3,4,4,4,4,4,4,4,5,3,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3
354,on-site,0,3,0,4,3,0,3,1,1,1,0,0,0,0,0,0,1,0,0,1,2,0,0,1,5,5,3,1,1,2,2,3,2,3,4,4,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,3,4,4,5,5,5,5,4,4,3,4,4,3,3
355,on-site,0,3,0,3,3,0,4,1,1,1,0,0,0,0,1,0,1,0,0,NA,1,0,0,1,4,5,5,2,1,2,3,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,3,1,3,3,3,3
356,on-site,1,2,0,4,3,0,6,1,2,1,0,0,0,0,1,0,0,0,0,1,2,0,0,1,4,5,4,2,1,1,3,2,4,4,5,5,5,4,4,5,5,4,3,3,4,3,4,3,3,3,4,4,4,4,4,4,4,5,4,2,4,4,3,3,2
357,on-site,0,4,0,4,4,0,3,1,1,1,0,0,0,0,0,0,1,0,0,NA,1,0,0,1,2,1,4,1,1,2,4,3,6,3,4,4,NA,3,4,4,5,4,4,4,5,5,4,4,NA,4,4,4,4,4,5,5,5,5,4,4,4,5,4,4,4
358,on-site,1,3,0,2,2,1,5,1,2,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,3,1,4,1,1,3,4,3,6,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
359,on-site,0,1,0,NA,2,1,3,0,2,1,0,0,0,0,0,1,0,0,0,1,2,1,1,1,5,5,5,2,1,1,4,3,4,4,5,5,5,5,5,5,5,5,5,5,5,4,4,3,4,3,5,5,5,5,5,5,5,5,5,4,2,2,1,1,1
360,on-site,0,1,0,1,1,1,5,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,4,4,5,1,1,1,3,2,6,4,5,5,5,5,4,5,5,5,2,2,5,4,4,3,5,5,5,5,5,4,5,5,4,5,4,4,2,2,3,4,1
361,on-site,1,3,0,3,2,1,3,1,1,0,0,0,0,1,0,0,1,0,0,1,4,0,0,1,2,2,5,1,1,3,2,2,2,4,NA,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,5,3,4,4,4,3,4,4,4,4,4
362,on-site,1,3,0,3,4,0,4,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,3,2,4,1,1,3,2,2,2,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,4,4,4,4,3
363,on-site,0,1,1,1,2,1,3,0,1,1,0,0,0,0,0,0,1,0,0,5,5,0,0,1,2,1,5,1,1,3,4,3,2,4,5,4,5,5,5,4,3,3,5,5,5,3,5,4,5,3,5,5,5,5,3,5,3,5,4,5,1,2,2,3,1
364,on-site,1,3,0,4,4,0,3,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,4,3,5,1,1,2,4,3,6,3,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1
365,on-site,0,2,0,3,3,0,4,1,1,0,1,0,0,0,0,0,1,0,0,1,4,0,0,1,2,1,4,1,1,3,2,2,6,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,2,3
366,on-site,1,2,1,1,3,1,4,0,1,0,0,1,0,0,0,0,1,0,0,5,4,1,1,1,2,1,5,1,1,3,4,3,6,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,5,3,4,1,1,1,2,1
367,on-site,1,2,1,1,3,1,4,0,0,1,0,0,0,0,0,0,1,0,0,5,5,1,0,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,3,5,5,5,5,4,3,4,3,4,4,1,2,3,3,3
368,on-site,1,4,0,5,3,1,2,1,3,1,0,0,0,0,1,0,0,0,0,1,3,0,0,1,4,2,5,1,1,3,4,3,2,4,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,5,3,4,4,4,3,3,2,2,2,2
369,on-site,1,3,0,2,3,1,3,1,NA,1,0,0,0,0,0,0,1,0,0,1,2,1,0,1,2,2,4,1,1,3,4,3,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,3,3,3,3,3
370,on-site,1,3,0,4,4,0,4,1,1,1,0,0,0,0,1,1,1,0,0,1,2,0,0,1,3,1,5,1,1,3,2,2,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,3,4,4,4,3
371,on-site,1,2,0,2,3,0,3,1,0,1,0,0,0,0,0,1,0,0,0,1,2,1,1,1,5,5,5,1,1,2,4,2,6,3,5,5,5,5,5,5,5,5,5,5,3,3,4,4,3,3,5,5,5,5,5,3,5,5,1,3,3,3,3,3,3
372,on-site,0,3,1,3,3,0,4,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,3,2,4,1,1,3,3,2,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,3,3,3,3,3
373,on-site,1,1,0,2,1,1,4,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,5,5,4,1,1,1,2,2,6,4,4,4,3,2,4,5,5,4,4,3,5,5,5,5,5,5,5,4,4,4,5,4,5,5,4,3,3,2,4,3,3
374,on-site,1,1,1,NA,2,1,4,0,2,0,0,0,1,0,0,0,1,0,0,5,5,1,1,0,3,1,5,1,1,3,3,2,6,4,3,5,5,3,3,4,5,3,3,3,5,3,4,4,4,3,4,4,5,4,5,3,4,3,5,3,4,3,3,3,3
375,on-site,0,5,1,2,2,1,5,1,1,0,1,0,0,0,0,0,0,0,1,5,5,1,0,0,1,1,4,1,1,3,2,2,1,4,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,4,4,5,5,5,4,4,3,4,4,3,4,3,2,2,2
376,on-site,1,2,0,1,3,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,3,1,1,1,3,2,4,1,1,1,2,2,6,4,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,4,4,5,5,5,3,3,4,4,4
377,on-site,1,2,0,NA,2,1,5,0,2,0,0,0,1,0,0,0,1,0,0,5,4,1,0,0,3,1,5,1,1,3,3,2,6,4,5,5,5,3,4,5,5,5,3,4,5,5,5,4,4,2,5,5,5,5,5,4,4,5,4,4,4,5,5,5,5
378,on-site,0,3,0,3,3,0,3,1,2,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,5,2,5,1,1,3,4,3,6,4,5,5,5,5,5,5,5,5,5,5,5,5,5,3,NA,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
379,on-site,1,4,0,3,3,0,3,1,2,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,4,1,4,1,1,3,3,2,6,4,4,5,5,3,5,4,5,5,4,5,5,5,5,3,5,5,5,5,5,5,4,3,5,3,5,4,2,1,1,1,1
380,on-site,0,3,0,4,3,1,3,1,2,0,1,0,0,0,0,0,1,0,0,2,1,0,1,1,2,2,3,1,1,3,3,2,6,4,5,5,5,4,5,5,5,4,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4,3
381,on-site,1,2,0,2,3,0,3,1,0,1,0,0,0,0,0,0,1,0,0,1,2,0,0,1,2,2,5,1,1,3,2,1,6,4,5,5,5,5,5,5,5,3,3,5,5,5,3,4,4,4,5,5,5,5,4,4,4,4,4,4,3,3,2,3,3
382,on-site,1,4,0,1,3,1,3,1,1,1,0,0,0,0,0,0,0,1,0,1,3,0,1,1,4,4,4,1,1,3,2,3,6,4,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,5,5,2,4,5,5,5,5,5,3,5,5,3,4,3
383,on-site,1,3,0,4,3,1,3,1,2,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,3,2,4,1,1,3,3,3,4,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,3,4,4,3,3,3,3,3
384,on-site,0,3,0,4,3,1,4,1,1,1,0,0,0,0,1,0,0,0,0,1,2,1,1,1,5,5,5,1,1,3,3,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,2,2,2,3
385,on-site,1,4,0,NA,3,1,4,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,5,5,4,1,1,2,2,2,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,4,5,5,5,5,4,3,5,5,5,3,2,2,3,2,NA
386,on-site,1,5,0,3,3,1,3,1,0,1,0,0,0,0,0,1,0,0,0,1,3,1,0,1,5,5,4,1,1,3,4,2,6,4,4,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,4,2,4,5,2,4,2,5,4,2,2,1,1,2
387,on-site,0,3,0,4,4,1,4,1,1,1,0,0,0,0,1,0,0,0,0,1,2,1,1,1,2,3,4,1,1,2,3,2,2,4,4,4,4,4,4,4,4,3,4,4,4,4,3,2,3,3,4,4,4,4,5,4,3,4,4,3,4,3,4,4,3
388,on-site,0,4,1,3,3,1,6,1,2,1,0,0,0,0,1,0,0,0,0,5,5,0,0,1,2,3,5,1,0,2,2,2,1,3,3,3,3,3,3,3,4,3,3,3,4,3,4,3,3,2,4,3,4,4,4,4,4,4,5,3,4,3,3,3,3
389,on-site,0,2,1,1,3,1,3,1,1,1,0,0,0,0,0,0,1,0,0,5,5,1,0,1,3,1,4,2,1,3,4,3,6,3,5,5,5,5,3,4,3,3,3,3,5,4,3,3,5,3,4,4,4,4,5,4,4,4,5,3,3,3,3,3,3
390,on-site,0,2,0,3,3,1,3,1,2,1,0,0,0,0,1,0,0,0,0,1,3,0,1,1,4,5,5,2,1,3,4,3,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,4,4
391,on-site,1,1,0,1,2,1,3,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,4,3,5,1,1,3,2,2,6,4,5,5,5,3,NA,4,5,3,3,3,4,3,3,3,4,3,5,5,5,5,5,4,5,5,4,5,1,2,1,1,1
392,on-site,1,3,0,4,3,0,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,2,4,4,1,1,3,3,2,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,3,3,2,2,2
393,on-site,1,3,1,5,3,1,3,1,2,0,1,0,0,1,0,1,0,0,0,5,5,1,0,1,5,5,4,1,1,1,2,2,6,3,5,5,3,3,3,5,5,3,3,5,5,5,5,3,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
394,on-site,0,3,0,3,3,1,4,1,2,1,0,0,0,0,0,1,0,0,0,1,2,0,0,1,4,4,5,1,1,3,4,3,4,4,5,5,4,4,5,5,5,5,5,5,5,5,4,2,3,2,4,5,5,5,4,3,2,3,2,3,3,4,5,5,5
395,on-site,1,1,0,1,2,1,5,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,2,3,4,1,1,2,2,2,4,4,4,4,5,4,3,3,4,4,5,5,5,3,4,5,5,3,5,5,5,5,5,4,3,5,4,4,2,3,4,3,3
396,on-site,1,3,0,5,3,1,3,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,4,4,5,1,1,2,4,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2
397,on-site,1,2,0,2,3,1,3,1,2,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,3,4,4,1,1,2,2,2,2,3,4,4,5,3,3,4,3,4,4,3,4,4,4,3,3,3,4,4,4,4,4,4,3,4,3,4,3,4,4,4,4
398,on-site,0,2,0,1,3,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,4,2,3,1,1,3,3,2,6,4,4,5,4,5,5,5,5,4,4,4,4,4,2,5,5,5,5,4,5,5,4,3,4,3,2,4,4,3,2,3,1
399,on-site,0,3,0,4,4,0,3,1,2,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,3,2,4,1,1,2,3,3,6,3,5,5,5,5,5,5,5,4,3,3,5,5,5,4,5,4,5,4,4,4,4,3,4,4,3,4,4,4,4,4,4
400,on-site,1,3,1,2,3,0,3,0,1,1,0,0,0,0,0,0,1,0,0,5,5,1,1,1,2,2,4,1,1,3,3,2,6,4,4,5,5,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3
401,on-site,1,3,0,5,4,0,6,1,2,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,4,1,4,1,1,3,3,3,6,4,5,5,5,4,5,5,5,3,2,2,5,5,3,3,3,3,5,5,5,4,4,4,4,5,4,4,2,2,2,3,3
402,on-site,1,3,0,5,3,0,5,1,3,1,0,0,1,0,1,0,1,0,0,1,2,0,0,1,2,2,4,2,1,2,4,3,6,3,5,5,5,5,5,5,5,4,5,5,4,4,5,3,3,4,5,5,5,5,5,5,4,5,4,4,4,3,4,4,5
403,on-site,0,2,0,1,4,1,3,0,0,0,0,1,0,0,0,1,1,0,1,2,2,1,1,1,5,5,4,1,1,3,3,3,6,4,5,5,5,4,5,5,5,5,4,5,5,5,3,4,4,2,5,5,4,5,5,5,4,5,3,3,5,5,4,3,3
404,on-site,0,1,0,1,2,1,3,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,5,5,5,2,1,2,2,2,6,4,4,4,5,5,5,5,5,5,3,3,4,5,5,2,5,2,5,5,5,5,5,3,5,5,2,4,3,2,3,3,4
405,on-site,0,2,0,1,3,1,4,1,1,1,0,0,0,0,1,0,0,0,0,1,2,0,0,1,5,2,3,1,1,3,2,2,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,3,3,4,4,5,4,5,5,3,4,2,4,3
