numbering,type,gender,age,residence,income,edu_lvl,profession,household_size,dri_lic,num_cars,purpose1,purpose2,purpose3,purpose4,purpose5,self_drive,other_drive,pub_trans,bicycle,walking,frequency_travel,planned_travel_time,attraction_type1,attraction_type2,attraction_type3,daily_t,daily_d,exp_lvl,num_phones,if_connected_network,stability_network,daily_phone_use_t,frequency_phone_use,daily_devices_use_t,device_proficiency,value_e_devices1,value_e_devices2,value_e_devices3,value_e_devices4,value_e_devices5,value_e_devices6,value_e_devices7,value_e_devices8,value_e_devices9,value_e_devices10,travel_safety1,travel_safety2,travel_safety3,travel_safety4,travel_safety5,travel_safety6,travel_safety7,sati_lvl,prss_allevi,hlt_impro,ta_envi1,ta_envi2,ta_envi3,ta_envi4,ta_envi5,ta_envi6,r_envi1,r_envi2,r_envi3,r_envi4,r_envi5
712,on-site,0,2,1,3,1,1,6,1,2,0,1,0,0,0,1,0,0,0,0,5,5,0,0,1,5,5,3,2,1,2,2,2,1,3,2,2,3,3,4,4,4,2,2,2,4,2,4,4,4,3,4,3,3,1,3,4,3,5,5,1,3,3,2,2,2
713,on-site,0,1,0,1,2,1,3,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,2,5,4,1,0,2,2,2,2,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,3,2,3
714,on-site,1,2,1,5,1,1,5,1,0,0,0,0,1,0,0,0,0,0,1,5,5,0,1,0,1,2,3,1,1,2,1,2,1,3,5,1,5,5,5,5,5,1,1,1,5,5,5,1,5,1,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3
715,on-site,1,2,1,1,1,1,5,0,0,0,0,0,1,0,0,0,0,0,1,5,5,0,1,0,1,2,3,1,1,2,1,2,6,3,3,5,5,5,3,3,1,5,5,5,5,5,5,1,5,1,5,5,3,5,5,5,3,3,3,3,3,3,3,3,3
716,on-site,0,1,1,1,1,1,4,0,1,1,0,0,0,0,0,1,0,0,0,5,5,0,1,0,1,4,5,1,1,3,1,3,6,4,1,5,1,4,1,1,1,1,1,1,1,5,5,1,1,1,5,5,5,5,5,5,5,2,5,5,5,1,5,1,1
717,on-site,0,1,1,1,2,1,9,0,1,1,0,0,0,0,0,0,1,0,0,5,5,0,1,0,1,1,3,1,1,2,1,2,6,2,3,2,2,3,3,3,5,3,3,4,4,4,3,3,2,2,4,4,4,4,4,4,4,3,3,5,1,1,1,1,1
718,on-site,0,4,0,4,4,1,3,1,4,1,0,0,0,0,1,0,0,0,0,2,2,0,0,1,3,5,4,2,1,3,2,3,2,4,5,5,5,5,5,5,5,2,3,3,5,2,5,5,5,5,5,5,5,3,5,5,3,5,5,3,4,5,3,4,3
719,on-site,1,1,1,1,2,1,6,0,2,1,0,0,0,0,1,0,0,0,0,5,5,0,0,1,3,2,4,1,1,3,3,2,2,3,2,3,4,3,3,3,4,4,3,3,3,4,3,2,3,2,3,4,4,4,4,4,3,3,4,4,3,3,3,3,3
720,on-site,1,2,1,3,3,0,5,1,2,1,0,0,0,0,1,0,0,0,0,5,5,0,1,0,4,5,5,1,1,3,3,2,2,4,3,3,4,4,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4,4,3,3,4,3,3
721,on-site,0,4,0,3,3,0,3,1,2,1,0,0,0,0,0,1,0,0,0,1,2,0,1,1,5,5,4,1,1,1,4,3,1,1,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,3,5,5,5,5,5
722,on-site,1,1,1,1,1,1,4,0,2,1,0,0,0,0,1,0,0,0,0,5,5,1,0,0,2,2,4,2,1,3,1,2,6,3,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,5,5,5,5,5,4,3,3,4,4,3
723,on-site,1,2,0,2,4,1,4,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,4,4,4,1,1,1,2,2,6,3,5,5,5,5,5,5,5,3,3,3,5,5,5,3,5,5,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5
724,on-site,0,3,0,3,3,0,3,1,2,1,0,0,0,0,1,0,0,0,0,2,2,0,0,1,2,5,5,1,1,1,2,2,3,3,5,5,5,4,4,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,3,3,3
725,on-site,1,3,0,3,3,0,5,0,0,1,0,0,0,0,1,0,0,0,0,1,2,0,0,1,4,4,4,1,1,2,4,3,2,3,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3
726,on-site,1,4,0,4,2,1,3,1,2,1,0,0,0,0,0,1,0,0,0,1,3,0,0,1,5,5,4,1,1,2,2,3,6,2,4,4,4,4,4,4,4,4,4,4,5,5,5,NA,5,4,5,5,5,5,5,3,5,5,5,3,1,1,4,3,3
727,on-site,1,3,0,3,3,0,3,1,2,1,0,0,0,0,1,0,0,0,0,4,1,1,1,1,3,2,5,1,1,2,3,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,3,3,3,3,3
728,on-site,0,4,0,4,4,0,4,1,2,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,4,4,4,1,1,3,1,3,6,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3
729,on-site,0,3,0,4,3,0,4,1,2,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,2,2,4,1,1,3,2,2,6,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3
730,on-site,1,2,1,2,3,0,2,0,1,0,1,0,0,0,1,0,0,0,0,5,1,0,0,1,2,4,4,1,1,3,4,2,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,1,1,1,1,1
731,on-site,1,3,0,4,2,1,3,1,0,1,0,0,0,0,0,1,0,0,0,2,2,0,0,1,5,5,5,2,1,2,4,3,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,3,2,2
732,on-site,1,2,0,3,3,1,3,1,2,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,3,2,4,1,1,3,4,2,6,3,4,5,5,3,3,3,4,5,5,5,4,4,4,3,3,3,5,5,5,5,5,4,5,5,5,5,4,4,4,4,4
733,on-site,0,3,0,4,3,0,5,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,4,5,4,1,1,2,2,1,4,4,4,4,5,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,4,4,4,4,4,3,3
734,on-site,0,3,0,3,3,0,4,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,3,5,5,2,1,2,4,3,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,3,4,3,3,2,1
735,on-site,0,3,1,3,3,0,4,1,1,1,0,0,0,0,1,0,0,0,0,5,1,0,1,1,3,4,4,1,1,3,4,3,2,3,3,3,4,2,3,2,3,3,3,3,4,2,4,3,3,4,3,3,3,3,4,3,4,4,4,3,3,3,3,3,3
736,on-site,1,3,0,3,3,0,5,1,3,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,4,4,4,1,1,3,1,1,4,4,3,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,3,1,1,1,1
737,on-site,1,3,0,2,4,0,2,1,2,1,0,0,0,0,1,0,0,0,0,1,2,0,0,1,4,5,5,1,1,3,4,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,3,5,5,5,5,2
738,on-site,1,2,1,3,3,0,5,1,1,1,0,0,0,0,1,0,0,0,0,2,1,0,0,1,2,3,4,1,1,3,4,2,3,3,4,4,4,5,4,5,5,3,3,3,4,4,4,4,4,4,4,4,4,4,5,4,4,4,3,3,4,4,4,4,4
739,on-site,0,2,1,2,2,0,6,1,2,0,0,0,1,0,0,1,0,0,0,2,1,1,0,1,1,1,5,1,0,3,1,3,6,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,5,4,4,3,3,3,3,3,3,3,3
740,on-site,1,3,0,5,3,1,4,1,3,1,0,0,0,0,1,0,0,0,0,1,2,0,0,1,3,4,3,2,1,2,3,2,3,3,3,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,3,3,4,4,4,4,4
741,on-site,1,3,0,5,3,1,3,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,5,5,4,1,1,2,2,1,2,4,5,4,5,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,3,3,3,3,3
742,on-site,1,3,1,NA,3,0,6,1,1,1,0,0,0,0,0,0,1,0,0,5,5,0,0,1,4,5,3,1,1,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,4,4,2,3,4,4,3,5,4,5,5,5,3,3,4,5,4,1
743,on-site,1,4,1,3,4,0,3,1,1,1,0,0,0,0,1,0,0,0,0,5,1,0,0,1,2,2,4,1,1,3,4,3,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,3,3,4,3
744,on-site,0,5,0,4,3,0,2,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,5,5,4,1,1,3,4,3,6,4,3,4,4,4,3,3,3,3,3,3,5,5,5,4,4,4,5,5,5,5,5,3,5,5,4,4,4,2,3,3,1
745,on-site,0,5,0,2,1,0,2,1,3,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,4,1,4,1,1,3,4,2,NA,4,NA,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,3,3,1
746,on-site,1,2,0,2,3,1,2,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,3,1,4,1,1,2,2,2,4,4,5,5,5,4,4,4,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,3,4,4,4,4,2,3,3,3,2
747,on-site,1,3,0,3,3,0,4,1,2,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,2,4,4,1,1,2,2,2,6,3,3,3,3,3,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,2,2,2,2,2
748,on-site,1,4,0,2,3,1,3,1,1,1,0,0,0,0,1,0,0,0,0,NA,2,0,0,1,4,5,5,1,1,3,2,2,4,3,4,4,4,4,4,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,5,5,4,5,4,5,3,3,3,2,3
749,on-site,1,4,0,3,3,0,2,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,4,3,5,1,1,3,4,3,6,4,5,5,5,5,5,5,5,3,5,5,4,4,4,4,4,3,5,5,5,5,5,5,5,5,5,5,3,3,4,5,5
750,on-site,0,2,1,2,3,0,3,1,2,0,1,0,0,0,1,0,0,0,0,5,5,0,0,1,5,1,4,1,1,3,2,2,1,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,3,3,4,4,4,4,4,3,4,4,4,3,3,3,2,3,2
751,on-site,1,2,0,3,3,1,5,0,4,1,0,0,0,0,1,0,0,0,0,2,5,0,0,1,5,5,5,1,1,2,3,2,3,NA,2,3,2,1,2,3,5,2,3,3,5,4,4,4,4,3,2,4,3,4,3,3,4,3,3,3,2,2,1,1,1
752,on-site,1,2,0,4,3,0,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,3,5,4,1,1,1,3,3,3,4,3,5,5,2,3,5,4,3,2,4,4,4,5,3,4,1,4,4,4,3,5,3,4,3,4,4,4,3,4,3,2
753,on-site,0,3,0,1,3,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,2,0,0,1,2,4,5,1,0,2,2,3,6,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4,4,3,1,3,2,2
754,on-site,0,3,0,4,2,1,4,1,2,0,1,0,0,0,0,0,1,0,0,1,2,0,0,1,4,4,4,1,1,3,2,3,6,4,3,3,4,4,3,5,5,3,4,1,4,2,4,4,4,2,3,4,5,4,4,3,4,4,3,3,5,3,3,4,4
755,on-site,1,2,1,2,3,1,5,1,0,0,0,0,1,0,0,0,1,0,0,5,5,0,0,1,4,5,5,2,1,3,4,2,6,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1,2,2,1
756,on-site,0,4,0,3,3,1,3,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,3,5,4,1,1,2,3,2,2,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3
757,on-site,0,5,0,5,3,0,3,1,3,1,0,0,0,0,0,1,0,0,0,4,2,1,0,1,4,1,5,1,1,3,1,3,3,4,4,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
758,on-site,0,5,0,3,2,1,3,1,2,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,2,2,4,2,1,3,3,2,3,4,4,4,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,3,4,5,4,5,5,5,3,3,3,4,3,3
759,on-site,0,3,0,3,3,1,NA,0,0,0,1,0,0,0,0,0,1,0,0,2,1,1,0,1,2,3,5,2,1,3,4,3,6,4,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,5,4,4,4,4,4,4,4,4
760,on-site,0,2,1,3,3,1,3,0,2,1,0,0,0,0,0,1,0,0,0,5,5,0,0,1,5,4,5,2,0,1,4,3,5,4,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,3,2,2,2,2
761,on-site,0,2,1,3,3,1,3,0,1,1,0,0,0,0,1,0,0,0,0,2,4,1,0,1,3,4,3,1,1,3,2,2,1,4,5,5,5,5,5,2,2,2,1,1,5,5,5,5,2,2,5,5,5,5,5,5,3,3,5,3,3,3,3,3,3
762,on-site,1,2,0,1,3,1,4,0,1,1,0,0,0,0,1,0,0,0,0,1,3,0,0,1,3,4,4,2,1,2,4,2,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
763,on-site,1,1,0,1,2,1,4,0,1,1,0,0,0,0,1,0,0,0,0,1,3,1,0,1,3,5,4,1,1,3,4,3,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,3,3,3,3,3
764,on-site,0,3,1,3,3,1,4,1,1,0,1,0,0,0,0,0,1,0,0,5,5,0,0,1,5,5,4,2,1,3,3,2,6,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,3,3,2,2,3,2,4
765,on-site,0,3,0,5,3,1,5,1,1,1,0,0,0,0,1,0,0,0,0,2,2,0,0,1,4,5,4,1,1,2,2,3,2,4,4,5,4,3,4,4,5,4,4,4,4,4,5,5,4,3,4,4,4,4,4,4,4,4,4,3,2,2,3,3,3
766,on-site,0,3,0,4,3,1,3,1,1,0,1,0,0,0,1,0,0,0,0,2,2,0,0,1,3,5,5,2,1,1,4,3,3,4,5,5,5,5,5,5,5,5,5,5,3,3,3,3,5,2,5,5,5,5,5,3,5,5,3,3,3,4,4,2,2
767,on-site,0,4,1,2,2,1,4,1,1,0,1,0,0,0,1,0,0,0,0,2,1,0,0,1,4,5,4,1,1,2,2,1,1,4,2,2,2,2,2,2,2,2,2,2,3,3,4,2,2,3,3,3,3,3,4,3,4,4,4,4,3,3,3,3,3
768,on-site,1,3,0,3,3,0,3,1,1,1,0,0,0,0,1,0,0,0,0,1,2,0,0,1,4,5,4,1,1,2,4,3,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,3,3,3,3,3
769,on-site,1,2,0,3,3,1,5,0,1,0,1,0,0,0,1,0,0,0,0,4,1,0,1,1,2,5,5,1,1,3,2,3,2,4,5,5,5,4,3,3,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5
770,on-site,1,2,0,2,3,1,2,1,2,1,0,0,0,0,0,1,0,0,0,1,2,0,0,1,5,5,4,1,1,2,2,2,1,4,4,4,4,4,4,4,5,4,3,4,5,5,5,5,5,5,5,4,3,3,4,3,3,4,4,4,2,2,3,3,3
771,on-site,1,3,0,4,4,0,3,1,2,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,4,5,4,1,1,3,4,3,6,3,4,4,4,4,4,4,4,4,3,3,4,3,4,3,3,3,4,4,4,2,5,4,5,5,4,4,2,2,3,3,2
772,on-site,0,4,0,3,3,0,4,1,2,1,0,0,0,0,1,0,0,0,0,1,2,0,0,1,5,5,4,1,1,2,4,2,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
773,on-site,1,2,0,3,3,0,3,0,1,1,0,0,0,0,0,1,0,0,0,1,2,0,0,1,4,4,4,2,1,1,4,3,4,4,5,5,5,5,5,5,5,5,3,3,5,5,5,3,3,3,5,5,5,5,5,3,5,5,3,2,3,3,5,5,5
774,on-site,1,2,0,1,3,1,4,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,5,4,5,2,1,1,2,3,6,3,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,5,5,5,5,5,5,5,5,5,3,2,2,3,3,3
775,on-site,1,4,1,2,3,1,3,0,1,1,0,0,0,0,1,0,0,0,0,2,1,0,0,1,2,2,4,2,1,2,3,2,2,4,4,4,4,3,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4
776,on-site,1,3,1,2,3,0,3,1,1,0,0,0,1,0,0,1,0,0,0,5,5,0,0,1,2,5,5,1,1,3,4,3,2,4,3,4,4,3,4,3,4,5,5,5,3,4,4,5,5,4,5,4,5,5,5,5,5,5,4,5,3,3,4,5,4
777,on-site,1,3,0,3,4,0,5,1,2,0,0,1,0,0,0,0,1,0,0,5,4,0,1,1,4,2,4,1,1,3,3,2,1,3,4,4,3,2,2,3,4,3,4,4,4,3,4,3,3,2,4,2,4,4,4,4,3,4,2,3,4,4,3,4,4
778,on-site,0,3,0,5,4,0,3,0,0,0,0,1,0,0,1,0,0,0,0,2,3,0,0,1,5,5,4,1,1,2,2,2,4,4,5,5,4,3,4,5,5,3,5,5,5,4,5,4,5,3,5,5,5,5,5,5,5,5,5,5,4,5,3,4,3
779,on-site,0,1,0,1,1,1,5,0,2,0,0,0,0,1,0,0,1,0,0,1,3,1,1,0,3,1,4,1,1,3,4,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,3,5,3,3,4,4,4,4,4
780,on-site,1,3,0,3,3,0,3,1,1,1,0,0,0,0,1,0,0,0,0,1,2,0,0,1,4,4,5,1,1,3,2,2,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,3,3,3,2
781,on-site,0,3,0,4,3,1,3,1,1,1,0,0,0,0,1,0,0,0,0,1,2,0,0,1,4,4,5,2,1,2,2,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,4,5,5,5,4,4,4,3,2
782,on-site,0,3,1,2,2,0,2,1,0,1,0,0,0,0,0,0,0,1,0,5,5,0,0,0,2,1,4,1,1,3,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,3,3,3,3,3
783,on-site,0,3,1,3,3,0,3,1,1,0,0,1,0,0,0,0,1,0,0,2,2,0,1,1,5,5,5,1,1,3,4,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,2,3,3
784,on-site,0,4,1,3,3,1,3,1,1,1,0,0,0,0,1,0,0,0,0,5,2,0,1,1,4,2,4,1,1,3,1,1,4,4,5,5,5,5,5,5,5,4,4,4,5,5,5,3,3,2,4,4,5,5,5,5,4,5,4,3,3,4,4,4,4
785,on-site,1,2,1,2,3,1,4,0,2,1,0,0,0,0,0,1,0,0,0,2,2,1,0,0,4,3,4,1,1,2,3,3,2,2,4,5,4,5,5,5,4,4,4,4,5,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5
786,on-site,0,4,0,3,3,0,2,1,1,1,0,0,0,0,1,0,0,0,0,1,2,0,1,1,4,3,5,1,1,3,4,3,4,4,5,4,5,3,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,4,3,4,3,3,3
787,on-site,1,3,1,3,3,0,3,1,1,0,0,0,1,0,1,0,0,0,0,3,NA,0,0,0,NA,5,5,1,1,3,4,3,5,2,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,4,4,4,4,4
788,on-site,1,4,NA,3,3,0,3,1,1,1,0,0,0,0,1,0,0,0,0,1,4,0,0,1,3,5,4,1,1,3,3,2,3,3,3,5,4,3,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,4,3,3,3,3,3
789,on-site,1,3,1,3,2,1,4,1,2,1,0,0,0,0,1,0,0,0,0,1,2,0,0,1,2,4,5,1,1,3,4,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
790,on-site,0,3,0,5,3,0,3,1,2,1,0,0,0,0,1,0,0,0,0,1,3,0,0,1,3,4,5,1,1,3,2,2,2,3,4,5,4,4,4,4,4,4,4,4,5,5,3,4,4,3,4,4,4,4,5,5,3,4,4,4,4,4,4,4,4
791,on-site,1,2,1,1,3,1,3,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,2,3,5,3,1,3,2,2,6,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,1,1,1,1,1
792,on-site,1,4,1,3,4,0,3,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,3,5,5,1,1,3,4,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,3,5,5,3,3,4
793,on-site,1,3,0,4,3,0,5,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,4,5,4,1,1,3,3,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,3,4,5,4,5,5,2,3,4,3,2,1,2
794,on-site,1,3,0,4,3,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,5,5,5,3,1,3,1,1,6,4,5,5,4,4,4,3,5,5,5,5,4,4,3,3,3,5,5,5,5,5,5,5,5,5,5,5,1,3,4,5,3
795,on-site,1,2,0,2,3,0,4,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,4,1,5,1,1,3,2,2,6,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,3,3,5,3,3
796,on-site,1,1,0,1,2,1,4,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,4,2,5,1,1,3,3,2,6,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,1,1,1,1,1
797,on-site,1,3,0,2,2,0,3,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,5,5,5,1,1,2,2,2,3,3,4,3,4,5,4,4,3,3,4,4,5,4,4,4,4,3,5,5,4,4,5,4,4,4,3,4,3,3,4,3,5
798,on-site,0,2,0,1,3,1,NA,1,2,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,4,3,5,2,1,3,1,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,4,4,3,3,3,3,3
799,on-site,1,3,0,3,4,0,4,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,3,4,5,1,1,3,2,2,6,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2
800,on-site,1,3,0,3,3,0,3,1,1,1,0,0,0,0,0,1,0,0,0,1,2,1,0,1,5,5,5,1,1,1,4,2,3,4,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,3,4,5,5,4,4,4
801,on-site,1,3,0,3,3,0,3,1,1,1,0,0,0,0,0,0,1,0,0,1,2,0,0,1,5,3,4,1,1,1,3,2,6,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,4,4,4,3,4,4,4
802,on-site,0,3,0,3,4,0,4,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,2,2,4,1,1,3,2,3,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,3,3,5,5,5
803,on-site,0,3,0,4,3,0,5,1,1,1,0,0,0,0,0,0,1,0,1,NA,1,0,0,1,5,5,5,1,1,2,3,2,6,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,3,3,3,2,2
804,on-site,0,3,0,2,3,0,5,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,5,4,5,1,1,2,3,3,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,4,3,3,3,3,3,3,3
805,on-site,1,1,0,1,2,1,4,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,2,1,4,2,1,3,2,2,6,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3
806,on-site,0,5,0,3,3,0,3,1,0,1,0,0,0,0,0,0,1,0,0,1,2,0,0,1,1,1,4,1,1,2,1,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3
807,on-site,0,4,0,3,3,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,4,5,4,2,1,2,4,3,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,3,4,3,4,4,4,4,5,5,5,4,4,3,4,5,5,5,5
808,on-site,0,4,0,NA,3,0,2,1,2,1,0,0,0,0,1,0,0,0,0,NA,4,1,1,1,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,3,3,4,3,4,4,4,4,5,5,4,4,5,3,4,4,3,4,4
809,on-site,1,2,0,3,3,0,5,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,3,2,5,1,0,1,2,2,6,4,3,3,4,4,3,4,4,4,4,4,5,4,5,4,5,4,5,5,5,5,5,5,5,3,2,4,5,5,5,5,5
810,on-site,0,4,0,3,4,0,4,1,2,1,0,0,0,0,1,0,0,0,0,1,4,0,0,1,4,5,4,3,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4
